"pointid","grid_code","PRESENCE","Longitude","Latitude"
"537","1","1",-179.114935336054,-16.793229751702
"538","1","1",-179.094935336054,-16.793229751702
"539","1","1",179.115064663946,-16.793229751702
"540","1","1",179.525064663946,-16.793229751702
"541","1","1",179.545064663946,-16.793229751702
"542","1","1",179.555064663946,-16.793229751702
"543","1","1",179.595064663946,-16.793229751702
"544","1","1",179.605064663946,-16.793229751702
"545","1","1",177.495064663946,-16.803229751702
"546","1","1",177.515064663946,-16.803229751702
"547","1","1",178.305064663946,-16.803229751702
"548","1","1",178.325064663946,-16.803229751702
"549","1","1",178.555064663946,-16.803229751702
"550","1","1",178.575064663946,-16.803229751702
"551","1","1",178.595064663946,-16.803229751702
"552","1","1",179.065064663946,-16.803229751702
"553","1","1",179.075064663946,-16.803229751702
"554","1","1",179.105064663946,-16.803229751702
"555","1","1",179.395064663946,-16.803229751702
"556","1","1",179.405064663946,-16.803229751702
"557","1","1",179.505064663946,-16.803229751702
"558","1","1",179.515064663946,-16.803229751702
"559","1","1",179.565064663946,-16.803229751702
"560","1","1",179.575064663946,-16.803229751702
"561","1","1",179.595064663946,-16.803229751702
"562","1","1",178.035064663946,-16.813229751702
"563","1","1",178.155064663946,-16.813229751702
"564","1","1",178.175064663946,-16.813229751702
"565","1","1",178.325064663946,-16.813229751702
"566","1","1",178.545064663946,-16.813229751702
"567","1","1",178.595064663946,-16.813229751702
"568","1","1",179.505064663946,-16.813229751702
"569","1","1",179.515064663946,-16.813229751702
"570","1","1",177.465064663946,-16.823229751702
"571","1","1",178.085064663946,-16.823229751702
"572","1","1",178.095064663946,-16.823229751702
"573","1","1",178.105064663946,-16.823229751702
"574","1","1",178.115064663946,-16.823229751702
"575","1","1",178.125064663946,-16.823229751702
"576","1","1",178.135064663946,-16.823229751702
"577","1","1",178.275064663946,-16.823229751702
"578","1","1",178.505064663946,-16.823229751702
"579","1","1",178.565064663946,-16.823229751702
"580","1","1",178.605064663946,-16.823229751702
"581","1","1",179.045064663946,-16.823229751702
"582","1","1",179.975064663946,-16.823229751702
"583","1","1",178.315064663946,-16.833229751702
"584","1","1",178.565064663946,-16.833229751702
"585","1","1",178.605064663946,-16.833229751702
"586","1","1",179.135064663946,-16.833229751702
"587","1","1",-179.874935336054,-16.843229751702
"588","1","1",178.535064663946,-16.843229751702
"589","1","1",178.555064663946,-16.843229751702
"590","1","1",179.095064663946,-16.843229751702
"591","1","1",177.265064663946,-16.853229751702
"592","1","1",178.295064663946,-16.853229751702
"593","1","1",178.305064663946,-16.853229751702
"594","1","1",178.505064663946,-16.853229751702
"595","1","1",178.555064663946,-16.853229751702
"596","1","1",179.035064663946,-16.853229751702
"597","1","1",178.505064663946,-16.863229751702
"598","1","1",178.515064663946,-16.863229751702
"599","1","1",178.525064663946,-16.863229751702
"600","1","1",178.615064663946,-16.863229751702
"601","1","1",179.035064663946,-16.863229751702
"602","1","1",177.445064663946,-16.873229751702
"603","1","1",178.495064663946,-16.873229751702
"604","1","1",178.505064663946,-16.873229751702
"605","1","1",178.515064663946,-16.873229751702
"606","1","1",178.525064663946,-16.873229751702
"607","1","1",178.535064663946,-16.873229751702
"608","1","1",178.605064663946,-16.873229751702
"609","1","1",178.885064663946,-16.873229751702
"610","1","1",178.895064663946,-16.873229751702
"611","1","1",178.905064663946,-16.873229751702
"612","1","1",177.435064663946,-16.883229751702
"613","1","1",178.505064663946,-16.883229751702
"614","1","1",178.515064663946,-16.883229751702
"615","1","1",178.525064663946,-16.883229751702
"616","1","1",178.535064663946,-16.883229751702
"617","1","1",178.545064663946,-16.883229751702
"618","1","1",178.575064663946,-16.883229751702
"619","1","1",178.595064663946,-16.883229751702
"620","1","1",178.885064663946,-16.883229751702
"621","1","1",178.905064663946,-16.883229751702
