"presence","x","y","cells","BO2_salinitymean_bdmax","BO2_tempmin_bdmax","BO2_tempmax_bdmax","BO2_temprange_bdmax","BO21_curvelmax_bdmax","BO_bathymax","MS_biogeo06_bathy_slope_5m","MS_biogeo01_aspect_EW_5m","MS_bathy_5m","MS_biogeo05_dist_shore_5m","MS_biogeo02_aspect_NS_5m","Protected_Areas"
0,147.541666666667,-19.125,5299,35.1266860961914,22.4771099090576,28.5940532684326,6.116943359375,0.245429083704948,-31,0,0.280000001192093,-33,25,0.270000010728836,5
0,147.625,-19.125,5300,35.1719589233398,22.478536605835,28.4774913787842,5.9989538192749,0.240301892161369,-16,0.0299999993294477,-0.00999999977648258,-30,32,0.189999997615814,5
0,147.708333333333,-19.125,5301,35.173152923584,22.3958129882812,28.5071792602539,6.11136531829834,0.242694467306137,-37,0.0199999995529652,0.0599999986588955,-38,39,0.389999985694885,5
0,147.791666666667,-19.125,5302,35.1753196716309,22.4686107635498,28.4701766967773,6.00156593322754,0.283187389373779,-40,0.00999999977648258,0.280000001192093,-48,46,0.529999971389771,5
0,147.875,-19.125,5303,35.1758613586426,22.483922958374,28.4517765045166,5.96785402297974,0.264486283063889,-43,0.0199999995529652,0.300000011920929,-59,54,0.259999990463257,5
0,147.958333333333,-19.125,5304,35.1782073974609,22.7744655609131,28.1322994232178,5.35783338546753,0.277466773986816,-42,0.0199999995529652,-0.0199999995529652,-52,63,-0.419999986886978,5
0,148.041666666667,-19.125,5305,35.1793441772461,22.9066848754883,27.8389625549316,4.93227815628052,0.241578742861748,-32,0.0399999991059303,-0.540000021457672,-40,69,-0.660000026226044,5
0,148.125,-19.125,5306,35.2749977111816,22.9111595153809,27.8132743835449,4.90211582183838,0.273071765899658,-14,0.00999999977648258,-0.400000005960464,-7,74,0.119999997317791,5
0,148.208333333333,-19.125,5307,35.182014465332,22.9067554473877,27.8126583099365,4.9059042930603,0.282889425754547,-16,0.00999999977648258,0.0900000035762787,-4,78,0.109999999403954,5
0,148.291666666667,-19.125,5308,35.1831665039062,22.3893051147461,28.4213695526123,6.03206396102905,0.301059484481812,-3,0,-0.25,-3,84,0.239999994635582,5
0,148.375,-19.125,5309,35.1840553283691,22.3475379943848,28.5214157104492,6.17387819290161,0.294704914093018,-3,0,-0.00999999977648258,-3,90,0.319999992847443,5
0,148.458333333333,-19.125,5310,35.1851196289062,22.8575611114502,28.0344848632812,5.17692375183105,0.460081875324249,-4,0,0.28999999165535,-2,94,0.170000001788139,5
0,148.541666666667,-19.125,5311,35.2851715087891,22.9759216308594,27.0582256317139,4.08230352401733,0.621853590011597,-1,0,-0.140000000596046,-3,96,0.310000002384186,3.0283211044419
0,148.625,-19.125,5312,35.2895469665527,22.9103164672852,27.4734916687012,4.5631742477417,0.695705771446228,-50,0,0.319999992847443,-4,97,-0.150000005960464,2
0,148.708333333333,-19.125,5313,35.2895622253418,22.9532680511475,27.1005973815918,4.14732789993286,0.727085888385773,-1,0.0199999995529652,0.5,-10,99,-0.360000014305115,2
0,148.791666666667,-19.125,5314,35.2927894592285,22.9609355926514,27.0588188171387,4.0978832244873,0.720669269561768,-18,0.0199999995529652,-0.620000004768372,-15,102,0.100000001490116,2
0,148.875,-19.125,5315,35.2931289672852,22.9628753662109,27.0276679992676,4.0647931098938,0.612617254257202,-16,0,0.109999999403954,-2,103,0.899999976158142,2
0,148.958333333333,-19.125,5316,35.4073066711426,22.981861114502,26.662073135376,3.6802134513855,0.554061114788055,-19,0.0599999986588955,0.560000002384186,-30,103,0.790000021457672,2
