"presence","x","y","cells","BO2_salinitymean_bdmax","BO2_tempmin_bdmax","BO2_tempmax_bdmax","BO2_temprange_bdmax","BO21_curvelmax_bdmax","MS_biogeo06_bathy_slope_5m","MS_biogeo01_aspect_EW_5m","MS_biogeo05_dist_shore_5m","MS_biogeo02_aspect_NS_5m","BO_bathymax","MS_bathy_5m","Protected_Areas"
0,146.875,-13.4583333333333,395,34.6861419677734,1.79202079772949,1.85071921348572,0.0586983077228069,0.0895868390798569,0.0700000002980232,-0.660000026226044,206,0.319999992847443,-2192,-2300,4
0,146.958333333333,-13.4583333333333,396,34.6855850219727,1.7915233373642,1.85136365890503,0.0598402433097363,0.111931785941124,0.0599999986588955,-0.0299999993294477,213,0.209999993443489,-2218,-2249,4
0,147.041666666667,-13.4583333333333,397,34.685432434082,1.79152345657349,1.85136365890503,0.0598402768373489,0.123719215393066,0.119999997317791,0.699999988079071,221,0.560000002384186,-2305,-2361,4
0,147.125,-13.4583333333333,398,34.6846923828125,1.74738001823425,1.79078018665314,0.0434002391993999,0.123139895498753,0.159999996423721,0.389999985694885,228,0.680000007152557,-2366,-2511,4
0,147.208333333333,-13.4583333333333,399,34.6842880249023,1.74699985980988,1.7908308506012,0.043830968439579,0.136821538209915,0.129999995231628,0.129999995231628,236,0.680000007152557,-2468,-2544,4
0,147.291666666667,-13.4583333333333,400,34.7077522277832,1.71136426925659,1.74350643157959,0.0321421772241592,0.0989075973629951,0.189999997615814,0.699999988079071,243,0.620000004768372,-2534,-2690,4
0,147.375,-13.4583333333333,401,34.7073097229004,1.65983402729034,1.69007086753845,0.0302368719130754,0.100801937282085,0.119999997317791,0.300000011920929,251,0.629999995231628,-2701,-2789,4
0,147.458333333333,-13.4583333333333,402,34.7200164794922,1.63309597969055,1.66846179962158,0.0353659093379974,0.143713667988777,0.239999994635582,0.769999980926514,259,0.509999990463257,-2820,-2958,4
0,147.541666666667,-13.4583333333333,403,34.7200164794922,1.59856450557709,1.64032626152039,0.0417617075145245,0.121644712984562,0.370000004768372,0.560000002384186,267,0.819999992847443,-2982,-3275,4
0,147.625,-13.4583333333333,404,34.7168121337891,1.54847919940948,1.578333735466,0.0298544429242611,0.113190732896328,0.400000005960464,0.529999971389771,275,0.839999973773956,-3206,-3632,4
0,147.708333333333,-13.4583333333333,405,34.7168121337891,1.54812717437744,1.57841002941132,0.0302828419953585,0.137941494584084,0.200000002980232,0.270000010728836,283,0.930000007152557,-3620,-3839,4
0,147.791666666667,-13.4583333333333,406,34.7169647216797,1.54281914234161,1.56505227088928,0.0222331471741199,0.127192959189415,0.180000007152557,0.689999997615814,291,0.670000016689301,-3814,-4013,4
